frame,speed,speed_filtered,steps
1,2.13624872521365,4.483819724536835,0
2,2.14127477044486,4.758913185528438,0
3,14.418470059173567,4.9658324350628895,0
4,2.75841972191201,4.828015106436607,0
5,0.953678408194347,4.40916361480995,0
6,6.604612058482758,3.969167742838601,0
7,2.2461255474016806,3.714480445626015,0
8,3.16676751409377,3.7471306782203033,0
9,2.3519763761036185,4.100443237801173,0
10,5.218364026110901,4.700768569895177,1
11,3.999355619674822,5.334224809325118,0
12,10.759992466439774,5.764639920768348,0
13,5.13896870600812,5.959202168776743,0
14,5.000663102056909,6.185595151959739,0
15,2.20686504784722,6.884487402348537,0
16,9.055292348196282,8.513260880608177,0
17,10.390702670746387,11.546163065145551,0
18,6.13824791861663,16.309083605319497,0
19,15.141085487041767,22.29223452089423,0
20,27.99294639561747,27.620498593923653,0
21,77.56599887900593,29.946217907754722,0
22,21.602747256260994,28.483076471472316,0
23,12.78813254929416,24.915788453864728,0
24,15.603852388250512,21.90424987794303,0
25,8.152667039925616,20.842042893561725,0
26,34.60886885615191,21.213731341779674,0
27,25.12508046363954,21.74674064052567,0
28,19.27708782153701,21.742387740916644,0
29,18.873442528964453,21.359735041018435,0
30,23.21853811077828,21.110665251807564,0
31,20.359036823126026,21.425525426704258,0
32,13.249357108420789,22.523155455012862,0
33,30.304133069286873,24.369910157538154,0
34,24.45416352683989,26.70806444969284,0
35,28.145186957981114,29.199147418112496,0
36,34.6817019887885,31.539341471675293,0
37,32.74986463171386,33.44291756925628,0
38,39.08513907281948,34.58584427105221,0
39,31.865898537034614,34.6060902539426,0
40,48.998662426753825,33.21597031996324,0
41,20.523989413801253,30.35966102798016,0
42,35.072474286057286,26.265150373424202,0
43,21.669485700634862,21.40608737074892,0
44,15.224597425009568,16.460646765130146,0
45,4.852986845766155,12.151558077602845,0
46,6.4498757883151,8.91622109142573,0
47,8.81840939808595,6.7393861432891145,0
48,3.50056073314275,5.376520728863966,0
49,2.4176584986080427,4.690045656877137,0
50,3.5197684232456687,4.742361389196703,1
51,4.816381809423208,5.630948641721116,0
52,0.9438548968452318,7.234197822080186,0
53,12.29486515980457,9.047435472735135,0
54,16.542443189525763,10.350518833160939,0
55,15.502373549330786,10.704650904552283,0
56,5.612104764131808,10.314142259722624,0
57,9.895575790337428,9.859899885875736,0
58,5.97934724251092,10.000307888721785,0
59,11.476311064323093,10.953384385434582,0
60,3.7008577444994146,12.324510840983141,0
61,26.815178115030292,13.306270968703059,0
62,19.893242408417866,13.340242581499279,0
63,7.7469008737488245,12.763381302106897,0
64,4.163434609315724,12.625180620777531,0
65,9.642907711876779,13.702528385952625,0
66,14.924557830265655,15.724664398047778,0
67,27.700428844484872,17.5515428679429,0
68,19.44388794968455,18.01257254601778,0
69,23.79953711216343,16.657250526703653,0
70,16.733707570052616,13.980882833664475,0
71,2.9425807966035085,11.093271750541545,0
72,3.223624180016895,9.02470054445493,0
73,8.561898449881943,8.144854827789763,0
74,9.280933855192135,8.140106416355325,0
75,7.714036564670363,8.427915393410721,0
76,8.44949491510713,8.511581802953268,0
77,13.30831641094934,8.109712082744474,0
78,7.3466204301502245,7.236237185763763,0
79,3.681538056277959,6.254990572686909,0
80,5.077646340405908,5.742349286484755,0
81,1.0025906458681983,6.150110316880385,0
82,2.305940546845908,7.499293113289635,0
83,16.885399499846123,9.417982311188892,0
84,13.496821027280395,11.556609116074025,0
85,5.819860780391304,13.913746096394682,0
86,15.330769549166996,16.646548433697333,0
87,24.81803159121282,19.689541365957005,0
88,19.942975531916993,22.732711210082943,0
89,29.37883537597385,25.52439960969243,0
90,25.859322523441154,28.081239693227918,0
91,33.10995406230208,30.732640605899732,0
92,27.268023604623057,34.14441403609617,0
93,42.93250197434247,39.213049359985604,0
94,20.751082639859774,46.49849761376524,0
95,67.04777269103042,55.16071244264025,0
96,53.09724222186823,62.318764229123495,0
97,111.43678416757939,64.19379691044178,0
98,101.95717685812636,58.96813689547674,0
99,8.156505358743448,48.80917000297842,0
100,33.01745148448018,38.56017417742715,0
101,8.827214076087959,32.26249512300839,0
102,31.784756343316392,31.035554794441122,0
103,31.840126428120335,33.658228772036985,0
104,30.817536948332,38.16584682745018,0
105,53.11351192155223,42.82784674767424,0
106,51.62773672267658,46.44814575741695,0
107,50.63008196513177,48.396139489884945,0
108,45.638677794661426,48.35842755025226,0
109,59.2306300867192,46.06553138210488,0
110,51.6720915746,41.50199400630538,0
111,30.60629956207767,35.36253113536523,0
112,20.372755863194705,28.947010977634033,0
113,24.91321653255823,23.443328500679495,0
114,14.776881600720401,19.418156438618613,0
115,14.974106824608537,16.850293270479856,0
116,7.015027734442664,15.321947288421322,0
117,26.073816982202842,14.229626633275942,0
118,12.593243065752526,13.178308031531651,0
119,6.878725764361705,12.272171121815825,0
120,7.612407540488421,11.843380207952594,0
121,12.982479587304415,11.927034477904963,0
122,18.631602705061496,12.192059447488411,0
123,7.900703506262628,12.337220191072841,0
124,11.793173663420886,12.491830830569583,0
125,16.330049996773273,13.32558149471739,0
126,8.1284532720959,17.22382774468874,0
127,9.73869305970566,30.820925522386904,0
128,18.926477951378853,67.5291289022983,0
129,22.334702220851238,142.57549693644023,0
130,7.1879614236165486,253.708999224616,0
131,3.474289783449015,361.8882925398784,0
132,2020.1919186595412,406.52693652467326,0
133,0.0,357.3068992896756,0
134,0.0,245.07947167480071,0
135,0.0,131.0426929493122,0
136,0.0,54.59440632803379,0
137,0.0,17.71790675991159,0
138,0.0,4.478667887978744,0
139,0.0,0.8817412515240287,0
140,0.0,0.13518374742132003,0
141,0.0,0.0,0
142,0.0,0.0,0
143,0.0,0.0,0
144,0.0,0.12899198585125496,0
145,0.0,0.841905821271669,0
146,0.0,4.276756716019263,1
147,0.0,16.921171712645613,0
148,0.0,52.145875018537446,0
149,0.0,125.17274294527003,0
150,0.0,234.06485394244325,0
151,0.0,341.0113511812189,0
152,1927.6619590695955,387.2160502526791,0
153,11.542982559066749,342.9567952330434,0
154,1.3753956312258009,237.46005509864713,0
155,5.628196194024768,129.42992754096485,0
156,1.8515666285601593,56.90507643188653,0
157,7.899689144117902,22.01098703456586,0
158,5.113964293460932,9.516557748935657,0
159,5.75629726571974,5.955666439092616,0
160,6.43446801481042,4.810940504240632,0
161,3.2294194248193655,4.027210349325932,0
162,3.0148338907114716,3.303812359569427,0
163,2.3288120633671054,2.6662467675434036,0
164,1.8864771893664944,2.227345906419691,0
165,0.7671511508426128,2.0599158792495933,0
166,2.1867897856235152,2.205737290355498,0
167,1.5213723796421201,2.662737292607595,0
168,2.849959594456871,3.34634270569669,0
169,3.5928644333120547,4.076462844863928,0
170,8.960556089503852,4.649327629443872,0
171,3.39478098112028,4.946691150959028,0
